dataset,num_tasks,run_id,reps,shots,final_shots,balance_penalty_multiplier,balance_penalty_actual,makespan_penalty_multiplier,priority_bias,optimizer,restarts,backend,seed,classical_method,qaoa_makespan,topk_makespan,min_makespan_in_samples,classical_makespan,relative_gap_pct,topk_gap_pct,best_sample_gap_pct,output_path
dataset_10.csv,10,0,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run0_results.json
dataset_10.csv,10,1,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run1_results.json
dataset_10.csv,10,2,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,54.0,53.0,53,20.754716981132077,1.8867924528301887,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run2_results.json
dataset_10.csv,10,3,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,54.0,53.0,53,20.754716981132077,1.8867924528301887,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run3_results.json
dataset_10.csv,10,4,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run4_results.json
dataset_10.csv,10,5,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run5_results.json
dataset_10.csv,10,6,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run6_results.json
dataset_10.csv,10,7,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run7_results.json
dataset_10.csv,10,8,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run8_results.json
dataset_10.csv,10,9,2,1024,8192,10.0,10.0,30.0,0.1,cobyla,5,aer,,brute_force,64.0,53.0,53.0,53,20.754716981132077,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_10_r2_shots8192_results_run9_results.json
dataset_20.csv,20,0,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,188.0,174.0,141.0,141.0,33.333333333333336,23.404255319148938,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run0_results.json
dataset_20.csv,20,1,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,187.0,165.0,141.0,141.0,32.6241134751773,17.02127659574468,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run1_results.json
dataset_20.csv,20,2,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,189.0,143.0,141.0,141.0,34.04255319148936,1.4184397163120568,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run2_results.json
dataset_20.csv,20,3,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,188.0,169.0,141.0,141.0,33.333333333333336,19.858156028368793,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run3_results.json
dataset_20.csv,20,4,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,188.0,166.0,141.0,141.0,33.333333333333336,17.73049645390071,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run4_results.json
dataset_20.csv,20,5,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,187.0,141.0,141.0,141.0,32.6241134751773,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run5_results.json
dataset_20.csv,20,6,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,186.0,170.0,141.0,141.0,31.914893617021278,20.56737588652482,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run6_results.json
dataset_20.csv,20,7,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,187.0,173.0,141.0,141.0,32.6241134751773,22.69503546099291,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run7_results.json
dataset_20.csv,20,8,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,187.0,175.0,141.0,141.0,32.6241134751773,24.113475177304963,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run8_results.json
dataset_20.csv,20,9,3,1024,8192,10.0,10.0,40.0,0.1,cobyla,5,aer,,ilp,188.0,142.0,141.0,141.0,33.333333333333336,0.7092198581560284,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_20_r3_shots8192_results_run9_results.json
dataset_25.csv,25,0,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,206.0,156.0,145.0,145.0,42.06896551724138,7.586206896551724,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run0_results.json
dataset_25.csv,25,1,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,207.0,157.0,145.0,145.0,42.758620689655174,8.275862068965518,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run1_results.json
dataset_25.csv,25,2,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,206.0,177.0,145.0,145.0,42.06896551724138,22.06896551724138,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run2_results.json
dataset_25.csv,25,3,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,208.0,160.0,145.0,145.0,43.44827586206897,10.344827586206897,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run3_results.json
dataset_25.csv,25,4,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,206.0,173.0,145.0,145.0,42.06896551724138,19.310344827586206,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run4_results.json
dataset_25.csv,25,5,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,207.0,189.0,145.0,145.0,42.758620689655174,30.344827586206897,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run5_results.json
dataset_25.csv,25,6,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,207.0,145.0,145.0,145.0,42.758620689655174,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run6_results.json
dataset_25.csv,25,7,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,206.0,162.0,145.0,145.0,42.06896551724138,11.724137931034482,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run7_results.json
dataset_25.csv,25,8,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,206.0,180.0,145.0,145.0,42.06896551724138,24.137931034482758,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run8_results.json
dataset_25.csv,25,9,3,1024,8192,10.0,10.0,50.0,0.1,cobyla,5,aer,,ilp,206.0,145.0,145.0,145.0,42.06896551724138,0.0,0.0,/Users/ilaydadilek/PycharmProjects/CloudTaskScheduling/results/dataset_25_r3_shots8192_results_run9_results.json
